"","totaldiff","freq"
"152","心齋橋",0.00092965602726991
"153","服務中心",0.000123954136969321
"154","旅客",0.000309885342423303
"155","新家",3.09885342423303e-05
"156","七天",0.00195227765726681
"157","六夜",0.00176634645181283
"158","西京",0.000123954136969321
"159","阪奈",9.2965602726991e-05
"160","關",0
"161","包車來",3.09885342423303e-05
"162","回合",6.19770684846607e-05
"163","金澤",0.00154942671211652
"164","掌村",3.09885342423303e-05
"165","上野",0.00176634645181283
"166","官網",0.000495816547877285
"167","金屋",6.19770684846607e-05
"168","入境",0.000433839479392625
"169","煮熟",3.09885342423303e-05
"170","資格",3.09885342423303e-05
"171","螃蟹",0.000123954136969321
"172","名古屋",0.00542299349240781
"173","松本",0.000309885342423303
"174","滑雪",0.0010226216299969
"175","有帶",3.09885342423303e-05
"176","你們",3.09885342423303e-05
"177","來",0
"178","爸媽",0.000340873876665634
"179","玩",0
"180","帶",0
"181","遊",0
"182","還好",3.09885342423303e-05
"183","日田",3.09885342423303e-05
"184","由布院",0.00092965602726991
"185","安排",0.00192128912302448
"186","一雙",3.09885342423303e-05
"187","成田",0.00433839479392625
"188","美食",0.00139448404090487
"189","區",0
"190","筷子",3.09885342423303e-05
"191","機場",0.0055159590951348
"192","遺失",0.00096064456151224
"193","地點",0.000805701890300589
"194","相關",0.000805701890300589
"195","數碼寶貝",3.09885342423303e-05
"196","卡",0
"197","適合",0.000588782150604276
"198","巴士",0.00492717694453052
"199","利木津",0.00201425472575147
"200","券",0
"201","乘車",0.000433839479392625
"202","京都",0.017260613572978
"203","新手",0.0020452432599938
"204","過年",0.000371862410907964
"205","十六",6.19770684846607e-05
"206","寺",0
"207","銀閣",6.19770684846607e-05
"208","櫻雪",0.00151843817787419
"209","有",0
"210","行李",0.00220018593120545
"211","事後",3.09885342423303e-05
"212","哪些",0.000123954136969321
"213","航空公司",0.000154942671211652
"214","追加",0.000154942671211652
"215","變貴",6.19770684846607e-05
"216","之旅",0.000805701890300589
"217","池袋",0.0014254725751472
"218","首日",6.19770684846607e-05
"219","家",0
"220","無敵",0.000185931205453982
"221","斷腿",6.19770684846607e-05
"222","午餐",0.000402850945150294
"223","本店",0.000433839479392625
"224","吃",0
"225","早",0
"226","悠閒",0.000154942671211652
"227","及",0
"228","手氣",3.09885342423303e-05
"229","美味",0.000805701890300589
"230","食物",0.000123954136969321
"231","草橋",0.000185931205453982
"232","淺",0
"233","尋找",0.000185931205453982
"234","試",0
"235","券張",0.000278896808180973
"236","單程",0.000278896808180973
"237","制",0
"238","時間",0.00198326619150914
"239","中",0
"240","月",0
"241","假日",0.000278896808180973
"242","嵐山",0.00096064456151224
"243","遊策",3.09885342423303e-05
"244","五日遊",0.000495816547877285
"245","京阪",0.00598078710876975
"246","正大",3.09885342423303e-05
"247","威斯特",3.09885342423303e-05
"248","酒店",0.000867678958785249
"249","華麗",0.000123954136969321
"250","賓館",3.09885342423303e-05
"251","遠景",3.09885342423303e-05
"252","拉",0
"253","推薦",0.00356368143786799
"254","梅田",0.000712736287573598
"255","麵",0
"256","周遊",0.00216919739696312
"257","廣域",0.00117756430120855
"258","購買",0.00192128912302448
"259","關東",0.00120855283545088
"260","八丁",0.000123954136969321
"261","休業",3.09885342423303e-05
"262","法華",0.000247908273938643
"263","堀月",3.09885342423303e-05
"264","上",0
"265","押",0
"266","大社",0.000557793616361946
"267","稻荷",0.000650759219088937
"268","跪求",3.09885342423303e-05
"269","飽",0
"270","燒肉",0.000867678958785249
"271","奈",0
"272","台入",3.09885342423303e-05
"273","事前",9.2965602726991e-05
"274","客急",3.09885342423303e-05
"275","訪日",0.000185931205453982
"276","審",0
"277","八人京阪",3.09885342423303e-05
"278","回憶",6.19770684846607e-05
"279","孝親",0.000805701890300589
"280","珍貴",3.09885342423303e-05
"281","三天",0.000526805082119616
"282","兩夜",0.000340873876665634
"283","用",0
"284","回關空",3.09885342423303e-05
"285","有料",3.09885342423303e-05
"286","特急",0.000588782150604276
"287","搭",0
"288","冬天",0.000340873876665634
"289","去",0
"290","近郊",0.000433839479392625
"291","這些",9.2965602726991e-05
"292","嗎",0
"293","紅葉",0.000278896808180973
"294","村一遊",3.09885342423303e-05
"295","金澤到",6.19770684846607e-05
"296","和",0
"297","優惠券",0.000216919739696312
"298","購物",0.000526805082119616
"299","日",0
"300","台",0
"301","節省",3.09885342423303e-05
"302","對",0
"303","審查",9.2965602726991e-05
"304","擬採",3.09885342423303e-05
"305","二條",0.000216919739696312
"306","附近",0.00117756430120855
"307","城",0
"308","者",0
"309","第次",6.19770684846607e-05
"310","募集",6.19770684846607e-05
"311","可行",0.000123954136969321
"312","度",0
"313","活動",0.000619770684846607
"314","國泰",0.000185931205453982
"315","酷航刷",3.09885342423303e-05
"316","值得",0.000495816547877285
"317","峽谷",3.09885342423303e-05
"318","黑部",0.00096064456151224
"319","店",0
"320","紐約",6.19770684846607e-05
"321","第一",0.000464828013634955
"322","漢堡",0.000402850945150294
"323","山民",3.09885342423303e-05
"324","美",0
"325","宿",0
"326","降價",0.000123954136969321
"327","家族",0.000371862410907964
"328","仁和",3.09885342423303e-05
"329","料金",6.19770684846607e-05
"330","參觀",0.000123954136969321
"331","交通",0.00548497056089247
"332","大",0
"333","方案",0.000805701890300589
"334","以外",3.09885342423303e-05
"335","江戶",0.000650759219088937
"336","飛機",0.000464828013634955
"337","凌晨",0.000185931205453982
"338","除了",0.000278896808180973
"339","一日",0.00251007127362876
"340","至",0
"341","近鐵",0.000464828013634955
"342","肉街",3.09885342423303e-05
"343","人",0
"344","求救",0.000433839479392625
"345","除夕夜",3.09885342423303e-05
"346","晚餐",0.000278896808180973
"347","福岡",0.003470715835141
"348","北陸",0.00229315153393244
"349","平湯",6.19770684846607e-05
"350","尾",0
"351","或",0
"352","高山",0.0017353579175705
"353","一去",6.19770684846607e-05
"354","大自然",3.09885342423303e-05
"355","美景",0.000123954136969321
"356","造訪",3.09885342423303e-05
"357","輕井澤白絲",3.09885342423303e-05
"358","瀑布",0.000154942671211652
"359","六日",0.000340873876665634
"360","手冊",0.000526805082119616
"361","冬日",0.000185931205453982
"362","台虎",0.000619770684846607
"363","本週",0.000495816547877285
"364","促銷",0.00213820886272079
"365","旅館",0.00210722032847846
"366","烏丸",0.000185931205453982
"367","膠囊",0.000371862410907964
"368","樂園",0.00096064456151224
"369","大江",3.09885342423303e-05
"370","倒數",0.000123954136969321
"371","晴空",0.000371862410907964
"372","塔",0
"373","跨年",0.000433839479392625
"374","遊記",0.000619770684846607
"375","增上",9.2965602726991e-05
"376","五天",0.0062286953827084
"377","四夜",0.00548497056089247
"378","阪神",0.00216919739696312
"379","京",0
"380","紀錄",0.000278896808180973
"381","簡單",0.000216919739696312
"382","自駕",0.00387356678029129
"383","石垣島",0.000185931205453982
"384","全攻略",0.000123954136969321
"385","船上",6.19770684846607e-05
"386","郵輪",0.000154942671211652
"387","麗星",9.2965602726991e-05
"388","自駕遊",0.000216919739696312
"389","東大寺",0.000340873876665634
"390","咬",0
"391","故事",6.19770684846607e-05
"392","春日",0.000309885342423303
"393","追及",3.09885342423303e-05
"394","被",0
"395","鹿",0
"396","有誤",9.2965602726991e-05
"397","門票",0.00201425472575147
"398","甲賀屋",3.09885342423303e-05
"399","忍術",3.09885342423303e-05
"400","敷",0
"401","市場",0.0013325069724202
"402","美店",3.09885342423303e-05
"403","迴轉",0.000371862410907964
"404","壽司",0.00092965602726991
"405","三夜",0.00207623179423613
"406","台北",0.00108459869848156
"407","四天",0.00226216299969011
"408","那霸",0.000464828013634955
"409","空港",0.000743724821815928
"410","非",0
"411","篇",0
"412","戰利品",0.000247908273938643
"413","牛舌",0.000247908273938643
"414","王子",0.000247908273938643
"415","丼",0
"416","好吃",0.0010226216299969
"417","明治",0.000433839479392625
"418","亭",0
"419","輕井澤",0.00089866749302758
"420","銷魂",3.09885342423303e-05
"421","五能線",6.19770684846607e-05
"422","烤",0
"423","超美",6.19770684846607e-05
"424","暖爐",6.19770684846607e-05
"425","魷魚",3.09885342423303e-05
"426","清里",6.19770684846607e-05
"427","燈城",0.000278896808180973
"428","十七",3.09885342423303e-05
"429","之道",0.000278896808180973
"430","哲學",0.000247908273938643
"431","車站",0.00170436938332817
"432","四年",3.09885342423303e-05
"433","全",0
"434","連",0
"435","不是",9.2965602726991e-05
"436","出發",0.000526805082119616
"437","白川鄉",0.0010226216299969
"438","來回",0.000464828013634955
"439","夢",0
"440","好料",9.2965602726991e-05
"441","排",0
"442","飯",0
"443","銅板",3.09885342423303e-05
"444","鰻魚",0.000247908273938643
"445","便利性",3.09885342423303e-05
"446","北海道",0.00641462658816238
"447","黃金週",6.19770684846607e-05
"448","改版",0.000247908273938643
"449","香草",0.00226216299969011
"450","山",0
"451","比",0
"452","神護寺",3.09885342423303e-05
"453","鞍馬",0.000154942671211652
"454","叡",0
"455","擇一",6.19770684846607e-05
"456","行車",3.09885342423303e-05
"457","急",0
"458","電車",0.000743724821815928
"459","生活圈",0.000278896808180973
"460","啟程",3.09885342423303e-05
"461","上網",0.000712736287573598
"462","卡機",9.2965602726991e-05
"463","國際",0.000619770684846607
"464","富士",0.00127052990393554
"465","開通",9.2965602726991e-05
"466","電話",9.2965602726991e-05
"467","雙",0
"468","航廈",0.000402850945150294
"469","第三",0.000185931205453982
"470","匠",0
"471","秋葉原",0.000557793616361946
"472","航空",0.00189030058878215
"473","記錄",0.000154942671211652
"474","復興",0.000464828013634955
"475","日暮",9.2965602726991e-05
"476","出關",0.000154942671211652
"477","里",0
"478","國內",0.000588782150604276
"479","線",0
"480","轉乘",0.000185931205453982
"481","酷",0
"482","之",0
"483","冬雪",3.09885342423303e-05
"484","神社",0.0020452432599938
"485","晴明",9.2965602726991e-05
"486","貴船",0.000309885342423303
"487","屋久島",6.19770684846607e-05
"488","鹿兒島",0.000526805082119616
"489","成",0
"490","紙箱",9.2965602726991e-05
"491","綑",0
"492","乙出",3.09885342423303e-05
"493","功能",0.000123954136969321
"494","甲進",3.09885342423303e-05
"495","多",0
"496","航點",3.09885342423303e-05
"497","新",0
"498","網站",0.000557793616361946
"499","轉機",0.000495816547877285
"500","八",0
"501","今天",0.000309885342423303
"502","祭",0
"503","節分",0.000123954136969321
"504","日光",0.00089866749302758
"505","卷",0
"506","俺",0
"507","中國",0.000216919739696312
"508","陸客",6.19770684846607e-05
"509","新聞",0.000123954136969321
"510","禁止",6.19770684846607e-05
"511","對付",3.09885342423303e-05
"512","爆買",6.19770684846607e-05
"513","博多",0.0014254725751472
"514","請教",0.00455531453362256
"515","九州",0.0055159590951348
"516","二訪",0.000123954136969321
"517","又",0
"518","最近",0.000185931205453982
"519","釋出",0.000247908273938643
"520","囉",0
"521","二",0
"522","大三",3.09885342423303e-05
"523","小",0
"524","親子",0.00220018593120545
"525","月底",0.000805701890300589
"526","前往",0.000278896808180973
"527","入場券",9.2965602726991e-05
"528","張",0
"529","李",0
"530","虎",0
"531","航行",0.000123954136969321
"532","日元",0.000123954136969321
"533","守則",3.09885342423303e-05
"534","鹿仙貝",6.19770684846607e-05
"535","鹿趣",3.09885342423303e-05
"536","餵",0
"537","吃過",0.000123954136969321
"538","有人",0.00170436938332817
"539","居酒",0.000371862410907964
"540","屋",0
"541","家櫻家",3.09885342423303e-05
"542","五千",3.09885342423303e-05
"543","日圓",0.000433839479392625
"544","免費",0.000619770684846607
"545","限道",3.09885342423303e-05
"546","區域",0.000247908273938643
"547","預付卡",3.09885342423303e-05
"548","四日",0.000464828013634955
"549","目",0
"550","企業",6.19770684846607e-05
"551","明神",3.09885342423303e-05
"552","神田",0.000123954136969321
"553","偽",0
"554","參拜",0.000247908273938643
"555","新年",0.000371862410907964
"556","攤",0
"557","加",0
"558","客服",0.000154942671211652
"559","致電",3.09885342423303e-05
"560","酷航",0.00136349550666253
"561","老爺爺",3.09885342423303e-05
"562","蛋糕",0.000433839479392625
"563","蓬鬆",3.09885342423303e-05
"564","爆漿",3.09885342423303e-05
"565","湯瑪士",3.09885342423303e-05
"566","天神",0.000340873876665634
"567","海賊王",6.19770684846607e-05
"568","專賣店",0.000216919739696312
"569","餃子",0.000185931205453982
"570","鐵鍋",6.19770684846607e-05
"571","山到",3.09885342423303e-05
"572","規劃",0.00127052990393554
"573","黑部立",9.2965602726991e-05
"574","不逛",3.09885342423303e-05
"575","文具",3.09885342423303e-05
"576","後悔",3.09885342423303e-05
"577","美妝",3.09885342423303e-05
"578","會",0
"579","雜貨店",3.09885342423303e-05
"580","有沒有",0.000123954136969321
"581","夜店",3.09885342423303e-05
"582","新宿",0.00192128912302448
"583","伏見",0.000464828013634955
"584","祭及",3.09885342423303e-05
"585","還幸",3.09885342423303e-05
"586","疑問",0.00105361016423923
"587","回饋",6.19770684846607e-05
"588","倍",0
"589","當地",0.000154942671211652
"590","千歲",0.000526805082119616
"591","束帶",3.09885342423303e-05
"592","釧",0
"593","路",0
"594","介紹",0.000247908273938643
"595","日後",3.09885342423303e-05
"596","新版",0.000247908273938643
"597","新增",0.000123954136969321
"598","半島",0.000216919739696312
"599","知多",6.19770684846607e-05
"600","知多娘",6.19770684846607e-05
"601","故鄉",0.000154942671211652
"602","景點",0.00179733498605516
"603","愛知縣",0.000123954136969321
"604","一遊",6.19770684846607e-05
"605","市立",3.09885342423303e-05
"606","姬路城",0.000588782150604276
"607","神戶",0.00154942671211652
"608","比較",0.000774713356058258
"609","刷卡",0.000495816547877285
"610","海外",6.19770684846607e-05
"611","數",0
"612","天然",0.000123954136969321
"613","祇",0
"614","園",0
"615","大放送",3.09885342423303e-05
"616","年末",6.19770684846607e-05
"617","序號",6.19770684846607e-05
"618","折價",0.000123954136969321
"619","抽",0
"620","喔",0
"621","平價",0.000495816547877285
"622","私心",0.000154942671211652
"623","商旅",0.000154942671211652
"624","連鎖",0.000464828013634955
"625","一般",0.000371862410907964
"626","發",0
"627","威航",0.00161140378060118
"628","首航",0.000154942671211652
"629","美山",0.000557793616361946
"630","旅伴",0.000495816547877285
"631","自助",0.00226216299969011
"632","美山雪燈",0.000123954136969321
"633","廊",0
"634","平等",0.000154942671211652
"635","宇治",0.000526805082119616
"636","年",0
"637","院",0
"638","札幌",0.0014254725751472
"639","請",0
"640","優質",0.000123954136969321
"641","平和",0.000247908273938643
"642","回台灣",0.000123954136969321
"643","羽田",0.0010226216299969
"644","虎航",0.000650759219088937
"645","島",0
"646","桃園",0.000495816547877285
"647","第班",6.19770684846607e-05
"648","開放",0.000588782150604276
"649","購票",0.00092965602726991
"650","看點",3.09885342423303e-05
"651","最佳",0.000123954136969321
"652","觀",0
"653","鑽石",0.000123954136969321
"654","大廈",9.2965602726991e-05
"655","空中",0.000154942671211652
"656","展望",0.000402850945150294
"657","庭園",0.000340873876665634
"658","藍天",0.000123954136969321
"659","十八",3.09885342423303e-05
"660","三門",3.09885342423303e-05
"661","水路",9.2965602726991e-05
"662","南禪寺",6.19770684846607e-05
"663","閣",0
"664","方法",0.000309885342423303
"665","必中",3.09885342423303e-05
"666","包",0
"667","星際大戰",9.2965602726991e-05
"668","懶人",9.2965602726991e-05
"669","白馬",6.19770684846607e-05
"670","初心者",3.09885342423303e-05
"671","長野",0.000495816547877285
"672","備忘錄",3.09885342423303e-05
"673","滑雪板",3.09885342423303e-05
"674","裝備",6.19770684846607e-05
"675","二重",3.09885342423303e-05
"676","小鳥",6.19770684846607e-05
"677","皇居",0.000123954136969321
"678","梅花",0.000433839479392625
"679","散步",0.000278896808180973
"680","橋櫻田門",3.09885342423303e-05
"681","函館",0.000743724821815928
"682","夜景",0.000774713356058258
"683","前去",3.09885342423303e-05
"684","黃昏",3.09885342423303e-05
"685","趕",0
"686","哥",0
"687","常滑",9.2965602726991e-05
"688","蛋黃",9.2965602726991e-05
"689","熱田",9.2965602726991e-05
"690","可可",9.2965602726991e-05
"691","巧克力",0.000216919739696312
"692","星巴克",0.000185931205453982
"693","星冰樂",3.09885342423303e-05
"694","碎塊",3.09885342423303e-05
"695","各種",9.2965602726991e-05
"696","拉拉",6.19770684846607e-05
"697","哥銀魂",3.09885342423303e-05
"698","尋寶",3.09885342423303e-05
"699","熊",0
"700","龍貓",6.19770684846607e-05
"701","三明治",0.000154942671211652
"702","表",0
"703","參道",0.000154942671211652
"704","龍蝦",0.000154942671211652
"705","糸",0
"706","町",0
"707","食在",0.000216919739696312
"708","錦",0
"709","玻璃",9.2965602726991e-05
"710","高島",6.19770684846607e-05
"711","假面",3.09885342423303e-05
"712","情人節",9.2965602726991e-05
"713","川崎",9.2965602726991e-05
"714","不二",6.19770684846607e-05
"715","雄",0
"716","藤子",6.19770684846607e-05
"717","本人",6.19770684846607e-05
"718","是否",0.000774713356058258
"719","需",0
"720","白谷",3.09885342423303e-05
"721","峽",0
"722","雲水",3.09885342423303e-05
"723","一周",0.00114657576696622
"724","版友",0.00164239231484351
"725","禁言",0.00161140378060118
"726","讓售",0.000991633095754571
"727","經驗",0.00108459869848156
"728","電器",0.000371862410907964
"729","議價",3.09885342423303e-05
"730","外",0
"731","首都",3.09885342423303e-05
"732","郭放",3.09885342423303e-05
"733","需要",0.000154942671211652
"734","文",0
"735","抱怨",0.000123954136969321
"736","租借",0.000464828013634955
"737","一問",0.000371862410907964
"738","來線",3.09885342423303e-05
"739","方式",0.00089866749302758
"740","空城",0.000247908273938643
"741","搭車",9.2965602726991e-05
"742","臨",0
"743","外幣",6.19770684846607e-05
"744","位置",0.000278896808180973
"745","桃機",0.000123954136969321
"746","臺銀",3.09885342423303e-05
"747","一泊",0.000247908273938643
"748","二食",0.000154942671211652
"749","西城",3.09885342423303e-05
"750","但馬牛",3.09885342423303e-05
"751","松葉",6.19770684846607e-05
"752","崎泉",3.09885342423303e-05
"753","蟹",0
"754","旭川",0.000371862410907964
"755","抵達",0.000154942671211652
"756","阿卡",3.09885342423303e-05
"757","前進",9.2965602726991e-05
"758","將",0
"759","不再",0.000123954136969321
"760","老吳",6.19770684846607e-05
"761","入園",0.000185931205453982
"762","日期",0.000433839479392625
"763","指定",0.000340873876665634
"764","皮夾",3.09885342423303e-05
"765","晝之",3.09885342423303e-05
"766","登堡",0.000309885342423303
"767","漫步",0.000247908273938643
"768","豪斯",0.000309885342423303
"769","歐州",3.09885342423303e-05
"770","王國",0.000185931205453982
"771","光",0
"772","夜",0
"773","閃耀",3.09885342423303e-05
"774","正對面",3.09885342423303e-05
"775","便利",0.000309885342423303
"776","鄉村",6.19770684846607e-05
"777","飯店",0.00440037186241091
"778","地下街",0.000154942671211652
"779","厚",0
"780","星乃",3.09885342423303e-05
"781","甜點",0.000619770684846607
"782","鬆餅",0.000309885342423303
"783","前",0
"784","富山",0.000371862410907964
"785","週邊",0.000154942671211652
"786","旅行",0.00257204834211342
"787","丸子",3.09885342423303e-05
"788","國立",3.09885342423303e-05
"789","糯米",3.09885342423303e-05
"790","苑",0
"791","敘敘",9.2965602726991e-05
"792","川",0
"793","布",0
"794","由",0
"795","阿蘇",0.000712736287573598
"796","黑",0
"797","橫斷",6.19770684846607e-05
"798","五湖",0.000154942671211652
"799","冬花火",3.09885342423303e-05
"800","河口",0.00198326619150914
"801","湖",0
"802","館",0
"803","繆斯館",3.09885342423303e-05
"804","飛",0
"805","優惠",0.0010226216299969
"806","直達",0.000154942671211652
"807","掛川",3.09885342423303e-05
"808","行台",3.09885342423303e-05
"809","家入",6.19770684846607e-05
"810","實記",6.19770684846607e-05
"811","演唱會",0.000123954136969321
"812","歐",0
"813","了",0
"814","大眾",3.09885342423303e-05
"815","支援",9.2965602726991e-05
"816","運輸",3.09885342423303e-05
"817","大家",0.00089866749302758
"818","給",0
"819","意見",0.000123954136969321
"820","資訊",0.000836690424542919
"821","觀光",0.00096064456151224
"822","球場",0.000123954136969321
"823","蒐集",6.19770684846607e-05
"824","呼吸",3.09885342423303e-05
"825","寺伏見",6.19770684846607e-05
"826","金閣寺",0.000433839479392625
"827","清水",0.0010226216299969
"828","杯",0
"829","櫻花",0.00278896808180973
"830","大佛",9.2965602726991e-05
"831","中谷堂",6.19770684846607e-05
"832","布丁",0.000216919739696312
"833","吃貨",3.09885342423303e-05
"834","茶屋",0.000278896808180973
"835","荷",0
"836","當",0
"837","柳川",0.000216919739696312
"838","要",0
"839","記得",6.19770684846607e-05
"840","脫",0
"841","遊船",0.000123954136969321
"842","鞋子",3.09885342423303e-05
"843","小姐",6.19770684846607e-05
"844","搭乘",0.000774713356058258
"845","熱心",6.19770684846607e-05
"846","售",0
"847","多日",3.09885342423303e-05
"848","改成",3.09885342423303e-05
"849","券要",3.09885342423303e-05
"850","計時",3.09885342423303e-05
"851","航線",0.000495816547877285
"852","部分",0.000278896808180973
"853","狀況",0.000557793616361946
"854","看不懂",3.09885342423303e-05
"855","緊急",0.000123954136969321
"856","公園",0.00189030058878215
"857","美到",6.19770684846607e-05
"858","粉嫩",6.19770684846607e-05
"859","雪",0
"860","過分",3.09885342423303e-05
"861","賞櫻",0.00257204834211342
"862","天橋",0.000247908273938643
"863","立姬",3.09885342423303e-05
"864","路城",0.000123954136969321
"865","周遭",6.19770684846607e-05
"866","羽田機場",0.000743724821815928
"867","赤門",3.09885342423303e-05
"868","東大",0.000123954136969321
"869","第一天",6.19770684846607e-05
"870","不到",0.000123954136969321
"871","打",0
"872","車票",0.000309885342423303
"873","食事處",3.09885342423303e-05
"874","越前",6.19770684846607e-05
"875","福井",0.000371862410907964
"876","十九",3.09885342423303e-05
"877","方丈",6.19770684846607e-05
"878","南",0
"879","禪院",3.09885342423303e-05
"880","天",0
"881","行小樽篇",3.09885342423303e-05
"882","道東",0.000464828013634955
"883","万丸",3.09885342423303e-05
"884","甘味",3.09885342423303e-05
"885","式",0
"886","通",0
"887","包包",6.19770684846607e-05
"888","便宜",0.000557793616361946
"889","舒適",6.19770684846607e-05
"890","改制",6.19770684846607e-05
"891","券起",3.09885342423303e-05
"892","記實",3.09885342423303e-05
"893","伊豆",0.000495816547877285
"894","熱海",9.2965602726991e-05
"895","轉車",0.000247908273938643
"896","選擇",0.00247908273938643
"897","有在記",3.09885342423303e-05
"898","步數",3.09885342423303e-05
"899","走路",6.19770684846607e-05
"900","太宰",0.000495816547877285
"901","府",0
"902","車廂",3.09885342423303e-05
"903","綠色",0.000216919739696312
"904","府城",3.09885342423303e-05
"905","燈城甲",3.09885342423303e-05
"906","東北",0.00170436938332817
"907","祭典",0.000278896808180973
"908","新幹線",0.000836690424542919
"909","三月",0.000371862410907964
"910","難度",3.09885342423303e-05
"911","京急線",6.19770684846607e-05
"912","販售",0.000216919739696312
"913","台灣",0.00096064456151224
"914","本",0
"915","有效期限",3.09885342423303e-05
"916","駕照",9.2965602726991e-05
"917","翻譯",6.19770684846607e-05
"918","價格",0.000340873876665634
"919","急問",9.2965602726991e-05
"920","名店",0.000278896808180973
"921","帶廣",6.19770684846607e-05
"922","豚",0
"923","二星",3.09885342423303e-05
"924","米其林",9.2965602726991e-05
"925","重覆",3.09885342423303e-05
"926","小丸子",0.000154942671211652
"927","主題",0.000154942671211652
"928","台場",0.000557793616361946
"929","周年",6.19770684846607e-05
"930","一個",0.000743724821815928
"931","人爽",3.09885342423303e-05
"932","住",0
"933","吟景",3.09885342423303e-05
"934","迴廊",3.09885342423303e-05
"935","目前",0.000216919739696312
"936","查到",9.2965602726991e-05
"937","最低",6.19770684846607e-05
"938","日遊",0.000557793616361946
"939","倉",0
"940","草津",0.000371862410907964
"941","鎌",0
"942","票券",0.00096064456151224
